emission_co2e_subsector_total_agrc,emission_co2e_subsector_total_ccsq,emission_co2e_subsector_total_entc,emission_co2e_subsector_total_fgtv,emission_co2e_subsector_total_frst,emission_co2e_subsector_total_inen,emission_co2e_subsector_total_ippu,emission_co2e_subsector_total_lndu,emission_co2e_subsector_total_lsmm,emission_co2e_subsector_total_lvst,emission_co2e_subsector_total_scoe,emission_co2e_subsector_total_soil,emission_co2e_subsector_total_trns,emission_co2e_subsector_total_trww,emission_co2e_subsector_total_waso
50.70493524527216,0.0,548.8101608919369,17.46687781206565,0.6206042844548176,24.32498624891036,91.63444573220764,1.626587087687138,8.046316475731654,16.357956272965282,84.07330268061158,20.2776778226152,2296.4356582355786,5.068206259701035,1.6972132027148057
206.78033589718984,0.0,105.41141593813052,12.068927695331814,7.864797533727708,185.16097841956395,143.05652885963443,1.7125122992622106,5.697988420692482,3.909914892393167,22.52893017890399,16.599161129219784,393.5046874613824,4.304857503878642,2.3597106665620404
64.7039460524951,0.0,146.01096949185737,30.799348444262147,-3.3308070075310408,64.29082187933251,57.23204057177439,1.017448021283312,37.39358488038921,5.998304800709842,37.76433755206267,18.7319560863516,4.231391810083088,5.072674857403489,2.2454064754586547
116.95368866608248,0.0,638.3256205665025,18.84849011507791,1.8788685259246751,45.656393073517705,110.10911270049934,1.6362843532571556,14.913573399625166,7.0722911682592695,37.33330104184879,39.03876591178293,529.7310830461511,6.6762271947926095,4.028723710453709
128.7321367499492,0.0,1252.6730293457888,43.55899637631937,0.9240355582330227,100.77922325949208,89.88608426297354,0.7951505179602156,11.139167213639514,5.343950567047106,14.198929978837082,24.059957731863683,1469.8056127633577,3.101557565953076,3.292635058141233
113.38768499655608,0.0,259.2651083867807,62.115746012386126,-57.09144433260483,36.298682982691496,38.56626253325119,0.4797310223623001,83.642800522049,13.716827673485287,3.202604909282024,24.617232040425414,120.1566551261276,4.378572082793055,1.9340162090887
92.97918677690988,0.0,64.57812129862359,3.961674345651644,3.856373688349608,135.2873313172036,34.98695226950562,1.3054199228971703,7.752149945626454,6.928935950441842,98.716126611951,22.91381101922048,158.55303158566892,21.72522576797411,3.404060227321456
57.85532336294213,0.0,64.85814143879058,4.569688498076215,1.8902560384323872,73.66005492664932,73.90048685241594,0.9273266679110236,10.290862327266842,9.758839408085787,17.714868843721014,19.526315994311457,0.6107438395268893,10.563671015677365,3.794101888403189
140.33658049692968,0.0,126.71698740986362,3.771528523412316,-1.856218410317456,35.763234278279185,75.48063015964694,0.3629461657343141,8.225055021842907,11.129323383688474,16.828109830684745,20.674447477184867,45.60446955519234,10.948657444662306,3.6565620544575936
167.56785316189735,0.0,1183.4644880331468,844.0444649598957,-3.704790071005311,79.81545781684413,29.83663456210055,1.8636585793903373,5.355508126593141,14.792207125176455,87.55365189298759,12.309954722898668,264.3152322406017,23.191387351435672,2.681759807938459
104.88949195500354,0.0,152.51905424821965,24.705252253914523,4.367349844753937,56.401620075155485,131.23410866297115,0.8840192368032636,5.5271351720969815,5.044073127060833,106.74839770474595,17.547622258435954,190.27459625260752,5.023924136353467,3.330675962996496
118.62190686255956,0.0,854.4694095478862,254.131033171373,3.687145902032237,71.24136325551423,24.86170888286118,2.121373318478122,2.536412476228407,8.726206756751335,90.4753072564005,22.59633839870612,247.57920135095665,11.160315555095742,3.5976971732691614
82.6942429732941,0.0,1425.4485784156266,39.57424860563035,0.8140454759297808,87.24491174563511,156.6925636933685,1.7704713016616151,21.97522371862918,5.852989227810042,10.596508190433289,16.266129828934254,1006.108795047921,7.942401933257961,5.123005642877928
101.48318166050716,0.0,169.54772133012685,16.56498367638233,0.4530043153446175,34.10483791381027,47.04461083159472,1.0730050947108116,16.215024723474695,12.859281505389408,105.1439425329254,23.02262985499303,135.1831594345365,18.774581363294786,2.194221721679895
82.52970814882222,0.0,171.6988121584006,7.456544804065334,-9.466225357750156,68.10860930197728,30.76450448954054,1.7432728763917889,14.531987919475736,6.965457687230343,67.85504902256461,25.311889107637743,415.56289693411486,18.534227536518404,2.411211913667006
163.06383796562366,0.0,15523.575241665354,789.1996818347691,1.721951609329639,48.10924433254836,51.134386729118496,1.303729186034262,20.66956709991192,14.662368625684213,36.31180394474545,15.434204286570326,998.7329208542676,14.98907161700666,1.5881129629077408
34.35608666248839,0.0,423.50211249226425,32.32425980697168,6.5088479014873615,36.05384171312295,102.26573706229912,1.619730984754075,53.98709584509868,8.082781980942766,31.323255151226466,16.23730124879154,1097.9630729781738,18.592974961328384,4.969456947262259
155.3553271409004,0.0,583.123510776023,82.54994863137291,3.4790995401000067,288.1181390475016,80.82090546799458,2.1295452214218007,7.966993221335348,7.926321752638881,123.3375863263114,21.290967144658925,79.8841509442647,28.015854114734868,4.03016027960074
36.78800923891016,0.0,79.82650200336481,8.64179164094552,5.827287966411052,24.90451427250052,120.49758509758132,1.4298917425487818,10.78243699781389,5.429614189119485,61.33726307818947,19.55015341488447,125.4596987424796,11.532051788682944,0.9489376965912064
102.62539218202564,0.0,79.82330232120373,7.278870865727795,3.3782132949200245,75.24730603887267,192.99948016705065,1.6478961331483335,35.33364106148273,11.929748824569645,31.57053086509802,16.478519745041076,130.05791985044843,5.383162636227422,1.5401865405412734
83.07542684961572,0.0,76.2389114636138,4.882875343228154,0.201405380861865,156.76918214912098,71.13376799378989,0.8896041929289669,23.3715176864621,12.985523318574948,105.1299313747752,11.601721699597032,514.2661057295861,5.617866404178233,4.390020572005647
